STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	BRCA1	BRCA2	TP53	AURKA
brca_tcga_pan_can_atlas_2018	TCGA-A8-A086-01	-1.4717	-0.6659	3.7544	4.4699	1.3041	0.2782	4.159
brca_tcga_pan_can_atlas_2018	TCGA-A8-A085-01	-0.6486	0.1029	3.3918	4.4419	-0.1001	-0.4806	4.2518
brca_tcga_pan_can_atlas_2018	TCGA-A8-A083-01	0.2694	-1.0724	1.7682	0.7917	0.9501	0.5101	1.8593
brca_tcga_pan_can_atlas_2018	TCGA-A8-A082-01	-1.0031	-0.4207	3.9802	4.5322	2.7473	0.2931	4.513
brca_tcga_pan_can_atlas_2018	TCGA-A8-A081-01	-0.196	1.3831	4.6069	5.9695	2.9358	0.3553	6.0212
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07Z-01	-2.3492	-1.8073	4.3691	1.5559	0.9066	0.3115	4.9465
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07W-01	-1.5585	-0.8369	4.3255	5.5777	2.4195	0.2073	6.1097
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07U-01	-0.5859	-1.2267	4.8264	2.7847	3.0118	-0.9588	6.6112
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07S-01	-0.6961	0.2187	3.5541	3.3935	1.8422	0.7458	3.4962
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07R-01	-0.6969	0.2195	5.2892	3.7984	0.4408	1.4202	8.1279
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07P-01	-1.6556	-1.3835	3.5775	2.294	-0.2049	-0.8314	4.1508
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07O-01	-1.3468	-0.0909	5.4378	4.6288	1.8846	-2.861	6.5682
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07L-01	-1.9637	1.9042	4.8207	-6.28	2.0912	1.5476	6.9221
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07J-01	-0.453	-1.4256	1.6205	0.5549	0.5782	0.4762	2.0298
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07I-01	0.0269	-1.5949	4.3153	2.028	2.4141	-0.2594	4.4552
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07G-01	-0.9671	0.0842	2.242	1.6616	1.1259	-2.1815	3.3204
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07F-01	-0.0599	0.1551	3.1164	3.7146	2.7534	1.4548	2.8798
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07E-01	-0.4003	-0.1039	3.9965	1.5472	2.2154	0.3359	3.9478
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07C-01	1.3446	6.0716	5.6568	-4.8595	4.1265	-4.3963	5.7219
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07B-01	0.3691	0.7635	3.5871	0.4999	1.0937	-4.0267	3.2407
brca_tcga_pan_can_atlas_2018	TCGA-A8-A079-01	-1.582	0.6583	4.6216	3.0267	1.3322	-0.38	6.7197
brca_tcga_pan_can_atlas_2018	TCGA-A8-A076-01	-0.1126	-0.8543	4.5755	1.2082	1.8181	-0.0237	5.8338
brca_tcga_pan_can_atlas_2018	TCGA-A8-A075-01	-0.468	3.1321	4.661	1.4665	2.8981	-3.1983	5.6571
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06Z-01	-2.8152	0.5871	3.2181	4.0554	1.2857	-4.4499	4.6762
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06Y-01	-1.0677	-0.811	2.0715	0.4401	-0.2822	1.5086	2.6269
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06X-01	-0.4291	0.351	4.9258	1.5047	2.0368	-0.9756	4.4518
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06U-01	-1.0159	0.2665	4.4616	2.8329	1.4367	-3.565	5.708
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06T-01	0.55	2.1583	2.5372	3.285	0.7803	0.2676	3.1554
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06R-01	1.9167	1.9564	3.3649	0.0389	1.9923	-2.8885	5.4929
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06Q-01	1.4645	-0.5522	3.9449	3.2515	3.1702	0.7872	6.1085
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06P-01	-1.8777	-1.2272	1.9439	0.2197	0.5223	1.3383	2.2941
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06O-01	-1.127	1.5127	4.0568	5.4594	2.2161	-0.0941	5.0432
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06N-01	-1.1017	-2.5421	2.7668	3.2241	1.4195	-1.669	3.6761
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VY-01	-0.802	-1.3168	4.9153	-4.6036	1.3652	-2.7902	5.9494
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VX-01	-0.3484	-0.0519	3.4235	1.3568	0.1226	-1.056	3.1232
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VW-01	0.1889	1.8681	6.5605	-0.8536	0.4208	1.5938	5.0454
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VV-01	1.0296	-1.7152	3.9652	2.0087	1.805	-1.0941	5.7605
brca_tcga_pan_can_atlas_2018	TCGA-A7-A5ZX-01	1.6355	0.6917	0.2313	-0.9416	-0.8223	-0.6229	-0.07
brca_tcga_pan_can_atlas_2018	TCGA-A7-A5ZW-01	0.5034	0.5859	1.3168	-0.5937	-0.0427	0.609	1.5387
brca_tcga_pan_can_atlas_2018	TCGA-A7-A5ZV-01	-0.419	-0.0189	4.772	1.3361	0.5129	-4.7012	5.6208
