STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	AURKA	BRCA1	BRCA2	TP53
ov_tcga_pan_can_atlas_2018	TCGA-24-1544-01	NA	NA	NA	NA	NA	-0.475354064	-0.93270327
ov_tcga_pan_can_atlas_2018	TCGA-24-1474-01	NA	NA	NA	NA	NA	-0.553201773	-1.607446081
ov_tcga_pan_can_atlas_2018	TCGA-24-1471-01	NA	NA	NA	NA	NA	0.048004349	-1.297204379
ov_tcga_pan_can_atlas_2018	TCGA-24-1470-01	NA	NA	NA	NA	NA	-0.518330902	-1.627655008
ov_tcga_pan_can_atlas_2018	TCGA-24-1469-01	NA	NA	NA	NA	NA	-0.612197324	-0.875715069
ov_tcga_pan_can_atlas_2018	TCGA-24-1467-01	NA	NA	NA	NA	NA	-0.395134395	-0.565342974
ov_tcga_pan_can_atlas_2018	TCGA-24-1466-01	NA	NA	NA	NA	NA	-0.281240802	-0.921513894
ov_tcga_pan_can_atlas_2018	TCGA-24-1464-01	NA	NA	NA	NA	NA	-0.454457328	-0.450056075
ov_tcga_pan_can_atlas_2018	TCGA-24-1463-01	NA	NA	NA	NA	NA	-0.47011359	-1.219175287
ov_tcga_pan_can_atlas_2018	TCGA-24-1436-01	NA	NA	NA	NA	NA	-0.443687194	-1.635222735
ov_tcga_pan_can_atlas_2018	TCGA-24-1435-01	NA	NA	NA	NA	NA	-0.480920814	-1.0575828
ov_tcga_pan_can_atlas_2018	TCGA-24-1434-01	NA	NA	NA	NA	NA	-0.479603982	-1.33012964
ov_tcga_pan_can_atlas_2018	TCGA-24-1431-01	NA	NA	NA	NA	NA	-0.425471964	-1.634513117
ov_tcga_pan_can_atlas_2018	TCGA-24-1430-01	NA	NA	NA	NA	NA	-0.454457328	-0.945605106
ov_tcga_pan_can_atlas_2018	TCGA-24-1428-01	NA	NA	NA	NA	NA	-0.267307333	-0.590469418
ov_tcga_pan_can_atlas_2018	TCGA-24-1427-01	NA	NA	NA	NA	NA	-0.526083029	-2.497116835
ov_tcga_pan_can_atlas_2018	TCGA-24-1426-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-24-1425-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-24-1424-01	NA	NA	NA	NA	NA	-0.512306891	-1.122873707
ov_tcga_pan_can_atlas_2018	TCGA-24-1423-01	NA	NA	NA	NA	NA	-0.454457328	-1.315934396
ov_tcga_pan_can_atlas_2018	TCGA-24-1422-01	NA	NA	NA	NA	NA	-0.590155355	-0.549867421
ov_tcga_pan_can_atlas_2018	TCGA-24-1419-01	NA	NA	NA	NA	NA	-0.586159007	-0.431159522
ov_tcga_pan_can_atlas_2018	TCGA-24-1418-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-24-1417-01	NA	NA	NA	NA	NA	-0.387769999	-0.793945785
ov_tcga_pan_can_atlas_2018	TCGA-24-1416-01	NA	NA	NA	NA	NA	-0.401201811	-1.088270506
ov_tcga_pan_can_atlas_2018	TCGA-24-1413-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-24-1105-01	NA	NA	NA	NA	NA	-0.196461778	-0.789328194
ov_tcga_pan_can_atlas_2018	TCGA-24-1104-01	NA	NA	NA	NA	NA	-0.457760308	-1.096217816
ov_tcga_pan_can_atlas_2018	TCGA-24-1103-01	NA	NA	NA	NA	NA	-0.42205476	-1.579812582
