STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	AURKA	BRCA1	BRCA2	TP53
ov_tcga_pan_can_atlas_2018	TCGA-24-2023-01	0.002	0.034	1.08	0.045	-0.993	-0.435	0.039
ov_tcga_pan_can_atlas_2018	TCGA-24-2020-01	-0.483	0.603	2.04	1.93	-0.566	-1.08	-0.351
ov_tcga_pan_can_atlas_2018	TCGA-24-2019-01	1.36	0.258	1.35	0.974	-0.387	-0.495	-0.362
ov_tcga_pan_can_atlas_2018	TCGA-24-1930-01	-0.513	0.553	0.615	0.067	0.103	0.422	-0.474
ov_tcga_pan_can_atlas_2018	TCGA-24-1928-01	0.209	-0.662	2	2.05	-0.678	-0.205	-0.678
ov_tcga_pan_can_atlas_2018	TCGA-24-1927-01	-0.015	0.831	-0.026	-0.04	-0.345	0.018	-0.891
ov_tcga_pan_can_atlas_2018	TCGA-24-1924-01	0.12	0.003	0.524	0.524	-0.555	-0.46	0.017
ov_tcga_pan_can_atlas_2018	TCGA-24-1923-01	-0.142	0.091	0.104	0.096	-0.467	0.039	-0.467
ov_tcga_pan_can_atlas_2018	TCGA-24-1920-01	1.83	-0.05	1.15	1.52	-0.703	-0.698	-0.025
ov_tcga_pan_can_atlas_2018	TCGA-24-1852-01	0.473	-0.013	1.6	1.54	-0.614	-1.04	0.857
ov_tcga_pan_can_atlas_2018	TCGA-24-1850-01	1.61	-0.211	0.611	0.718	0.333	-0.272	-0.301
ov_tcga_pan_can_atlas_2018	TCGA-24-1849-01	0.022	-0.468	0.041	0.678	-0.511	0.042	-0.518
ov_tcga_pan_can_atlas_2018	TCGA-24-1847-01	0	-0.031	0.321	1.33	-0.363	0.128	-0.489
ov_tcga_pan_can_atlas_2018	TCGA-24-1846-01	0.02	0.022	0.045	-0.858	-0.826	-0.869	-0.829
ov_tcga_pan_can_atlas_2018	TCGA-24-1845-01	-0.588	0.007	0.506	0.506	-0.011	-0.575	-0.568
ov_tcga_pan_can_atlas_2018	TCGA-24-1844-01	-0.184	-0.539	0.24	0.973	0.114	-0.414	-0.272
ov_tcga_pan_can_atlas_2018	TCGA-24-1843-01	0.006	0.051	0.732	0.282	-0.52	-0.561	-0.53
ov_tcga_pan_can_atlas_2018	TCGA-24-1842-01	0.244	-0.172	0.953	0.2	-0.656	-0.608	-0.663
ov_tcga_pan_can_atlas_2018	TCGA-24-1616-01	0.417	0.431	-0.009	0.716	-0.529	-0.53	-0.529
ov_tcga_pan_can_atlas_2018	TCGA-24-1614-01	0.467	-0.555	-0.045	0.514	-0.55	-0.569	-0.585
ov_tcga_pan_can_atlas_2018	TCGA-24-1604-01	-0.05	-0.403	1.05	1.55	-0.471	-0.518	-0.228
ov_tcga_pan_can_atlas_2018	TCGA-24-1603-01	0.008	0.037	0.069	0.538	-0.817	-0.875	-0.843
